subject_id,ankle,arm-length,bicep,calf,chest,forearm,height_cm,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist,gender,height,weight,bmi,fit_preference,recommended_size
-f435rmMBWdNpQenjlVoMqciq2qSKrVkdrcdeBhFadA,22.53120422363281,49.2200927734375,26.90044212341309,35.371822357177734,94.22655487060548,22.571287155151367,166.5394287109375,102.5193099975586,77.68121337890625,33.05937957763672,59.38827133178711,53.33388137817383,82.11270904541016,14.188421249389648,female,164.5,64.7,23.90960911299785,Regular,XL
-fxrku1rAPX8f7w4HIrk9oRUecKAfNNFJd1xriLbB2A,22.063173294067383,51.9434814453125,29.011816024780277,34.99395751953125,97.8163604736328,24.351512908935547,168.27394104003906,97.56271362304688,80.80277252197266,34.313941955566406,62.23643112182617,50.93609619140625,90.39958190917967,15.613966941833496,male,166.5,65.8,23.73544715887058,Regular,M
-gMnbkDTbXza9PMNAhyVL5xBmz4VZQU_7eNooMMvalk,25.126089096069336,53.44363784790039,27.75780868530273,37.10091400146485,93.89010620117188,25.06172752380371,181.02784729003903,98.17752838134766,84.92781829833984,33.03047561645508,64.01351928710938,53.059268951416016,81.50312042236328,16.282514572143555,female,182.0,69.9,21.1025238497766,Regular,XL
-gXu1nZDGq7CwAyObp3f3MhE0r5BBxuer9T15M92u-U,20.931018829345703,46.20817565917969,29.47761344909668,33.437435150146484,92.39200592041016,24.056921005249023,158.7543487548828,93.67941284179688,74.02307891845703,32.34389877319336,56.48509216308594,54.13359451293945,79.95699310302734,14.579545021057127,female,157.25,58.7,23.738692400433727,Regular,S
-kOx6TND-xhoWgxKctLcShlDXu7NGp1nFzUNlIqDC8E,21.079761505126957,45.45671844482422,23.91275405883789,32.1273078918457,86.20568084716797,22.25738906860352,161.33181762695312,89.7505111694336,72.91248321533203,29.95335960388184,60.03893280029297,49.086647033691406,66.98853302001953,14.919239044189451,female,160.0,50.0,19.531249999999996,Regular,S
-nb6YMhnr5iOO8SbyCamexRSVRxegqztWFmTJZM2X94,22.67784309387207,47.12709045410156,27.806718826293945,34.69304656982422,89.25285339355469,23.21061134338379,163.29432678222656,96.18466186523438,76.039306640625,31.362478256225582,58.375,50.12926864624024,78.24508666992188,15.207329750061035,female,160.5,57.3,22.24357294669112,Regular,S
-sHYg3xM3uHrzxlrZ2to6JCRvfCROFtdR8BoEarbu0Y,23.362548828125,50.205039978027344,28.219707489013672,38.21259307861328,102.1435546875,25.0490665435791,176.4343719482422,106.52654266357422,81.48880767822266,34.80927276611328,64.53680419921875,52.61399459838867,93.0442352294922,15.801148414611816,female,175.4,77.2,25.093319846215657,Loose,L
-tPcFq0SHXzMQftt6mXFdWmSVqSsNKLg1JAC31A9KO0,22.581920623779297,49.14448165893555,26.117015838623047,34.1313362121582,94.67241668701172,25.70744514465332,166.28201293945312,88.92472076416016,75.43853759765625,35.87290573120117,63.74502182006836,47.27751159667969,80.2665786743164,16.6568603515625,male,163.0,60.0,22.582709172343712,Regular,S
-wY6jmX5fMbDHGzalzW89SDwCtn9CsItOPr--Z2bKZA,23.3249568939209,51.56865692138672,30.8909854888916,35.068729400634766,99.2065658569336,26.8172550201416,173.0939178466797,99.77027130126952,78.52146911621094,36.5698127746582,67.3136215209961,51.37426376342773,93.46900177001952,16.450830459594727,male,172.9,72.7,24.318927853066842,Regular,M
-ynFzSsRfz40hlq0nzQI-0iG7wNcnj_WYYSsdOyy5wI,22.33539581298828,47.79108047485352,33.45450592041016,33.374759674072266,102.03099822998048,28.36693000793457,165.9588623046875,98.4374542236328,73.84928894042969,36.49642181396485,64.3826904296875,52.60615921020508,88.61717224121094,16.6865177154541,male,165.5,71.5,26.10417940690574,Loose,M
0-XhQ-_PmaT9DVwpTEiOdhAFo0CD2e5T-32D899sQpw,24.34889411926269,51.80320358276367,30.544797897338867,38.399452209472656,105.03558349609376,27.075109481811523,184.33721923828125,105.42310333251952,81.873046875,38.14337921142578,70.82354736328125,50.47244644165039,98.824951171875,16.8619441986084,male,180.9,81.7,24.965767562897994,Regular,L
04OpodqGqUfmMQC987slYUMexHpuafsAbhawWfRp7wo,25.04073143005371,49.42327117919922,33.88666915893555,39.3195686340332,110.18009185791016,28.808082580566406,174.45474243164062,110.6600341796875,78.51648712158203,38.54051971435547,67.50831604003906,57.37968444824219,99.9557113647461,17.179203033447266,male,173.05,86.65,28.935124795456797,Loose,XXL
05QGDWJaVnG3hO2Zc44lxI6oajSeypzBye5n7HiDOyE,23.413911819458008,52.994178771972656,33.26508712768555,36.32673263549805,112.50951385498048,28.200759887695312,177.66407775878906,104.47759246826172,82.27184295654297,38.18268203735352,67.31904602050781,53.316383361816406,107.3368911743164,17.5904483795166,male,176.75,84.05,26.904125045763816,Loose,L
07e9Xq9EyvLh2Ub1D-IrXCKwYPbtbcKliFRPevZsW5Q,25.252864837646484,49.73481750488281,29.829132080078125,35.584651947021484,102.67830657958984,27.3344669342041,171.52537536621094,98.98465728759766,77.57263946533203,36.68434524536133,65.53184509277344,50.31557846069336,92.9094696044922,17.122636795043945,male,169.5,75.1,26.13969596505425,Loose,XXL
0D-8Ft39MufsfV1e8PSPutSzSJ4BYLTcQYupqyYs52c,20.953752517700195,44.99239730834961,27.430883407592773,33.89942932128906,87.34469604492188,23.061843872070312,157.07015991210938,94.67545318603516,69.17514038085938,31.33038902282715,59.02237701416016,53.10393142700195,82.19783020019531,14.711585998535156,female,156.2,57.9,23.73102542621578,Regular,S
0E3196x5V49sGp00GuePdIl0QqWVXyzssZ92z7KBt1M,25.627178192138672,53.030372619628906,32.96906661987305,38.18536758422852,105.3108367919922,29.607797622680664,181.9978179931641,104.66577911376952,79.87020111083984,40.66492462158203,72.4503402709961,54.29849243164063,84.67745208740234,19.195890426635746,male,182.0,82.5,24.90641226904963,Regular,L
0LE2aj67f6O62tt6mzfTs8MDHtjuLkfVeCRgMRPRmfg,27.225780487060547,54.95070266723633,32.503780364990234,41.16471099853516,110.59176635742188,30.38478660583496,191.72146606445312,111.42025756835938,89.01629638671875,39.30583572387695,71.49018096923828,56.92919158935547,101.06328582763672,19.44122695922852,male,191.8,95.65,26.000863342833,Loose,XL
0SyJzPv40sIj4x5bnMVcWLCvMAdjzQIzdn4_rUMwJ8o,27.120737075805664,50.98413848876953,31.837631225585938,43.12046432495117,109.12569427490234,27.07539367675781,177.80682373046875,107.9964370727539,79.79304504394531,38.04731369018555,69.67972564697266,54.86402893066406,105.555908203125,17.8687744140625,male,175.5,89.85,29.171841137653107,Loose,L
0Up4gP44WpK3WbvwdreR2zu-Y9s2ELCBmK14pX_Xy6Y,24.16373634338379,51.40729522705078,34.12886428833008,38.44260787963867,113.47997283935548,27.644990921020508,178.782958984375,103.95304107666016,81.64118194580078,38.9794921875,67.92595672607422,56.374454498291016,96.8787612915039,15.076398849487305,male,175.5,87.7,28.47379485556124,Loose,L
0_Be70jSUDcGB5ClohaaXArKKavaPoKiI0b8OAnJFbA,26.227447509765625,49.67819213867188,26.42189216613769,36.28799819946289,100.0691146850586,24.236106872558597,168.81375122070312,99.21615600585938,77.24885559082031,34.72777557373047,62.67652893066406,50.35700225830078,89.46890258789062,14.806180953979492,female,166.1,64.2,23.26996677324215,Regular,M
0dkJQu5l-VuhdjnK9sLKG4_uoOdje8saucJ-hKNZ6JA,24.82344627380371,47.75637435913086,27.339061737060547,33.40538787841797,95.82797241210938,25.36899948120117,166.7430877685547,95.76907348632812,73.6461410522461,35.52895736694336,64.935302734375,49.1158332824707,84.59892272949219,16.03099250793457,male,168.0,62.6,22.179705215419506,Regular,M
0l9HwamjLJaTR-xGupD3A3QEifjvAZCHHfHJaD_68Mo,24.709760665893555,51.357643127441406,29.036375045776367,39.59628677368164,98.67180633544922,25.274158477783203,178.3273468017578,100.0540771484375,79.91876983642578,36.67642593383789,67.53487396240234,54.44832992553711,89.6758804321289,16.30086898803711,male,175.5,74.4,24.155648087272024,Regular,XXL
0lIFi-M7wr7XOQFsg7QCmllcLUYOTl7RDKmWT2sH38A,24.85950088500977,48.675071716308594,33.38175582885742,39.021121978759766,108.42538452148438,28.53860855102539,173.67584228515625,102.67672729492188,77.02947998046875,37.50046157836914,68.52118682861328,55.25961685180664,90.942138671875,17.006040573120117,male,171.8,81.7,27.68061516694426,Loose,XXL
0llUez60571dPHH-iNUKIhyU8RNcRM3u8cJx27lOkkk,22.06548118591309,48.283958435058594,27.866151809692383,36.30577850341797,95.32306671142578,24.341794967651367,169.62521362304688,94.22338104248048,76.8064956665039,33.0548095703125,62.374488830566406,54.52182388305664,72.86249542236328,15.54216194152832,female,169.5,63.2,21.9977201729884,Regular,M
0nUGCGJVMuW97nuWEcXti8w-lDDCvyrOgT7RzfE_C1I,23.03183937072754,48.67331314086914,28.263959884643555,36.24233627319336,101.45004272460938,24.26540756225586,169.77513122558594,106.48950958251952,79.05758666992188,32.736454010009766,61.78771209716797,56.129913330078125,83.8014144897461,15.470462799072266,female,169.75,68.95,23.928457555835596,Regular,M
0qRH3UAnRSlRrPNxpd94zBYVRZViXIJ98JiQOkF9TOY,24.41596984863281,44.67102813720703,34.02150344848633,39.71658706665039,99.6177749633789,27.057537078857425,161.09735107421875,108.1435089111328,70.70780944824219,33.48346328735352,61.80668640136719,60.24334335327149,89.17278289794922,16.63928985595703,female,161.0,75.6,29.16554145287604,Loose,XL
0rGJdyxMb1htbhTkMtbdeGGj8aPapDY8PlclNf3Ofy0,22.121170043945312,50.0666618347168,33.132747650146484,37.4149169921875,111.11244201660156,25.94504737854004,163.7317657470703,110.9326400756836,76.93948364257812,35.44302749633789,59.32429122924805,60.00509262084961,97.04959106445312,16.555471420288086,female,160.9,80.15,30.95932180737547,Loose,XL
0vRZm0dhtNM4orubmIwUF3jrQIrdfgT7muMh1MTc7JU,27.26638603210449,56.65361022949219,35.027626037597656,40.33827590942383,109.80859375,30.741470336914062,189.37823486328125,107.62317657470705,86.54141998291016,39.981964111328125,71.55625915527344,56.7685775756836,93.29143524169922,19.040958404541016,male,189.5,93.9,26.148523054002688,Loose,XL
0wqJ7taytlPRIH9JbcedVeXCM-qNjXS0lJNhCa6uAG8,27.699705123901367,52.02716445922852,38.40901184082031,45.14128494262695,122.55809020996094,32.832359313964844,182.82118225097656,116.69393157958984,80.00447845458984,40.26883316040039,73.177734375,63.71376800537109,114.9693374633789,19.38218688964844,male,181.75,113.8,34.450332905100765,Loose,XXL
0wvZ5ZeHgraG0oQGr38yR75PmIG9-hXYnUWW0uJqWtE,22.54987144470215,47.887325286865234,33.670108795166016,37.30579376220703,112.3879623413086,27.62906646728516,166.53775024414062,111.89044952392578,74.93448638916016,35.88084411621094,62.13562774658203,61.3396110534668,97.4811553955078,17.1543025970459,female,165.0,84.0,30.85399449035813,Loose,XL
0x-RaRStbYT1TxaqugxFubx4wwvvxaS4S4RXnEdxy24,24.179622650146484,48.704078674316406,32.47178268432617,38.33621597290039,104.24854278564452,27.38243293762207,173.38916015625,103.77912139892578,76.13001251220703,36.82064437866211,67.05393981933594,55.03826141357422,95.21810150146484,16.29705238342285,male,170.0,78.2,27.058823529411768,Loose,XXL
0xWjwj_aCohCfNcyM7YqLJOLuJlGUsbKftfSUjwaHys,22.9685115814209,48.5946159362793,27.303878784179688,32.80721664428711,94.49571228027344,24.6227970123291,167.200439453125,93.83394622802734,75.24613189697266,36.27778625488281,63.72623443603516,48.70832061767578,85.1277084350586,16.350387573242188,male,165.5,61.8,22.56277324960524,Regular,M
0y4e4KTgGq9H2hcWW9tEQ8bvwYYmAbKm8lVWlSg2l2s,24.059551239013672,49.50361251831055,35.29069900512695,37.76854705810547,109.36864471435548,29.327726364135746,170.4271697998047,101.47643280029295,78.8232650756836,38.16144943237305,62.46938705444336,55.69514465332031,90.23186492919922,16.810251235961914,male,166.75,76.9,27.65633674916665,Loose,XXL
1-Z2ZgpojmGFUzkcCbcse4YJKzOIF6LNchJsfy6laU4,22.286760330200195,44.68696594238281,23.724693298339844,34.742610931396484,82.40026092529297,23.338987350463867,159.8365020751953,91.83966827392578,70.7750015258789,32.89825820922852,59.5645637512207,48.082061767578125,71.39347839355469,15.25199031829834,female,160.0,52.3,20.429687499999996,Regular,S
10YcTVisuXzRDPGPFNYphp0w4emPdwGN6E_AdsLTuPE,25.64766502380371,55.42367172241211,31.982723236083984,36.74077606201172,104.17343139648438,27.831987380981445,189.77679443359372,106.5025405883789,85.92388153076172,38.657840728759766,73.31277465820312,56.83971786499024,94.57283020019533,17.266700744628906,male,191.0,90.4,24.78002247745402,Regular,XL
13pX7gY7asIuwkUe84q-h_Y4ih0x3AWA_elpNZmNBKg,20.825942993164062,50.94427108764648,25.26238822937012,31.34707260131836,87.31368255615234,21.579315185546875,168.4728240966797,93.66131591796876,78.33564758300781,32.636287689208984,60.76560592651367,47.09126663208008,67.684814453125,14.78540325164795,female,168.0,52.8,18.70748299319728,Slim,XL
141fFgYgNYIebFV2uIE7jmH7kHRAV5NMbFzQz7Her0A,26.472780227661133,49.58602142333984,35.63746643066406,41.1288948059082,116.84011840820312,30.614152908325195,176.36053466796875,119.5794906616211,77.425537109375,39.92809677124024,70.15263366699219,60.51094436645508,112.3038330078125,19.08553123474121,male,174.0,103.4,34.152463997886116,Loose,XXL
14jpgC_nNGPOffvAQo4KbTLvFLaJKqAloOYHFvSaP14,23.52410125732422,48.19753646850586,32.65481185913086,38.360145568847656,119.11448669433594,27.302064895629883,165.19491577148438,108.58586120605467,74.9403305053711,37.18885040283203,61.90311050415039,60.36492538452149,98.3752899169922,16.44611930847168,female,155.7,44.9,18.52119976124565,Slim,XS
16g6TwQ2kASxk7A66mydC1_YTQ2uY_-eDhUVKIRiXgY,23.38972282409668,46.58535003662109,28.34267234802246,34.162750244140625,95.91622161865234,26.1457576751709,170.9291229248047,94.1266632080078,73.35638427734375,35.84999084472656,65.32471466064453,49.33018493652344,85.20823669433594,16.685117721557617,male,164.0,65.3,24.27870315288519,Regular,S
18UYtlOrWXTtl9rdyTZn15jBQQas9SHzofFmCJwC3Xw,22.280521392822266,46.28203582763672,27.914691925048828,35.31764221191406,97.53553009033205,24.12632942199707,160.4709014892578,103.42962646484376,72.2280502319336,35.886383056640625,61.309268951416016,57.11328506469727,84.64244842529297,16.39433479309082,female,159.0,66.3,26.2252284324196,Loose,XL
193hZ00YkXnJkiKzfa2uKF-9sbT7ixqG4KWzAPVvtXU,23.98917007446289,50.57263946533203,27.1478271484375,35.62146759033203,92.68321228027344,24.98356437683105,172.1481170654297,96.11089324951172,79.1534423828125,35.51525115966797,63.06185531616211,52.21268844604492,78.90081787109375,16.246912002563477,male,173.1,66.6,22.22696130406183,Regular,M
1BrP3UbGJXblnMCCmaNTIbGGRJ6SqexqQoEqqFU6z_M,27.24779891967773,51.38987350463867,34.776580810546875,42.41831207275391,118.8440933227539,30.50282287597656,179.12974548339844,110.2225112915039,80.22701263427734,38.64426803588867,68.26292419433594,55.17718124389648,110.42811584472656,19.211061477661133,male,176.5,92.8,29.789180556781616,Loose,XXL
1D-rS4ceivG5o5yI7oRT4XD61IjRxaI_SeFBoqHYems,23.08041381835937,49.12768173217773,28.414459228515625,38.56144332885742,93.39962005615234,24.29977035522461,169.54229736328125,100.67453002929688,77.6395034790039,34.207733154296875,62.63411712646485,54.66332244873047,78.13336944580078,16.740795135498047,female,169.5,66.7,23.215948347125416,Regular,M
1EDRp_apkqyIjHTghIXLzqX30_MDFtPqhAYeUyF2tL4,24.036474227905277,45.282135009765625,30.14162254333496,40.4699592590332,95.40482330322266,26.022403717041016,161.63357543945312,103.71168518066406,70.59870910644531,33.37874221801758,61.86981201171875,55.196048736572266,86.04528045654297,16.081483840942383,female,161.0,69.9,26.966552216349676,Loose,XL
1F0kEDeQXT7IOic6etMSOANMhH7SvKE1o-THF11ugdw,22.806394577026367,47.06086730957031,26.653339385986328,39.459129333496094,94.0296401977539,23.882434844970703,160.21852111816406,97.20577239990234,73.15338134765625,33.059913635253906,58.7928352355957,51.90180587768555,81.38391876220703,14.944025993347168,female,159.1,61.7,24.375010123332814,Regular,XL
1FlMko83MyFjTP3omeOx1W4681uhSXnoRR3033NvgIQ,24.05124282836914,50.78951644897461,30.906604766845703,38.79723739624024,99.97151184082033,27.134557723999023,169.6356964111328,103.56049346923828,76.04256439208984,36.901634216308594,66.07701110839844,55.00624847412109,92.45298767089844,17.384052276611328,male,169.0,75.5,26.43464864675607,Loose,XXL
1KHGLs9WZ5DC5OlRtIIaOS8al8ZWyNHaceOQAoQOY30,22.334836959838867,45.05311584472656,28.736141204833984,30.26473426818848,94.42191314697266,25.891401290893555,159.917236328125,95.7269058227539,69.6521987915039,35.02826690673828,62.8208236694336,52.247257232666016,78.93727111816406,15.767657279968262,male,158.5,58.8,23.405546875777446,Regular,S
1KrwWNhtm7WrMFYURvkl4aTk_3kOdqtVURRKQoYX8XQ,22.599443435668945,48.45741653442383,28.09447479248047,36.50622177124024,92.93629455566406,24.205177307128903,162.80702209472656,97.92972564697266,75.9937744140625,34.409854888916016,59.21636581420898,50.17811965942383,85.15086364746094,14.808453559875488,female,162.0,60.55,23.071940253010208,Regular,XL
1O_1SXmeJeAIGAwsimF0FPABBDNeyt-g8sEjnzuFFm8,26.202655792236328,53.11483383178711,32.57013702392578,42.60979461669922,115.73747253417967,28.054298400878903,184.5908050537109,112.29450988769533,82.72940826416016,37.854923248291016,72.39312744140625,53.11470413208008,110.31468200683594,17.950246810913086,male,183.25,92.15,27.441470046846298,Loose,XXL
1R3W5ez3wY5D5sZtyTt4I65vfyeqoonQf8cItdkUyqw,22.40511512756348,49.420013427734375,25.997360229492188,34.20795822143555,85.48236846923828,23.97638320922852,166.36065673828125,90.94426727294922,76.00768280029297,34.65470886230469,61.491512298583984,45.39373016357422,73.43668365478516,15.293212890625,male,166.3,54.6,19.742772644616714,Regular,S
1TYQwmLcrqpxUdvWkRYWQi3SsbCB9gNLSkZPuGCLzRA,27.460174560546875,52.97970962524414,36.13219451904297,47.16732406616211,120.86772918701172,31.66138458251953,184.72659301757807,119.09381103515624,83.871337890625,40.3421516418457,72.02027130126953,62.36364364624024,120.7682647705078,19.180438995361328,male,180.2,111.9,34.46041579155484,Loose,XXL
1URL293v7fRtwuqARugrJik3jCDPz73GZIcPzdhd56A,24.33282470703125,46.90985107421875,28.081920623779297,39.076473236083984,97.87828063964844,25.032642364501957,161.39137268066406,105.90386962890624,72.00284576416016,33.4484977722168,62.25896453857422,57.02068328857422,88.85763549804688,15.971505165100098,female,161.85,72.05,27.504805467443784,Loose,XL
1WpL1xrpK6-DNwrAp8FakKOzGZLAZmeYw17ZmyaPF8w,23.697784423828125,50.63304138183594,29.955890655517575,39.3833122253418,107.36824798583984,25.92560386657715,176.13047790527344,106.16272735595705,78.77594757080078,38.34498596191406,66.68832397460938,52.06618881225586,100.65030670166016,15.634169578552246,male,174.0,82.6,27.282335843572465,Loose,XXL
1WwQ2-G5PJORq2Kz-d4p3pBAoPf8qHuIw2GtsE25bEQ,26.062803268432617,53.63874435424805,27.618709564208984,36.30565643310547,93.49794006347656,27.734519958496094,178.2229461669922,89.90689086914062,86.65924835205078,35.98493194580078,64.80560302734375,51.21700286865234,71.64649200439453,17.24164390563965,male,178.4,63.5,19.95188923967906,Regular,XXL
1dEksCPtmvHdXrxX4eFMK4g6U1mVMc1Jln7Xmw4Mhl4,24.87523651123047,48.223934173583984,30.027856826782227,37.20077896118164,107.89895629882812,27.8772087097168,172.59158325195312,102.68606567382812,77.22728729248047,37.61933135986328,66.902099609375,53.61049270629883,91.6111068725586,17.516719818115234,male,170.0,77.3,26.74740484429066,Loose,XXL
1eyiZ_Rvz8UaYjXqcnoxSDSIOJNFEtE3wALP1pOVFWo,23.737960815429688,50.49484252929688,27.326318740844727,37.77935028076172,88.88947296142578,24.122299194335938,171.79905700683594,98.19741821289062,79.81324005126953,32.42753601074219,61.87739562988281,52.50125503540039,78.02482604980469,15.426907539367676,female,169.4,61.3,21.361594292795324,Regular,M
1h1YOTgYdWkDBeOowQ-UOSkvmV6JjhMOMvP8xNGMg9k,23.8083610534668,49.97663879394531,33.735572814941406,38.654205322265625,103.03874969482422,28.59172821044922,174.76226806640625,103.56795501708984,75.91814422607422,37.403846740722656,68.81855773925781,55.68854522705078,89.61148071289062,16.839738845825195,male,173.8,78.2,25.888519136978733,Loose,XXL
1hW_MCqKCiuyI_RdcwYn7k0pFVsCyG5epVA4Lv-4jGU,22.58608627319336,46.094486236572266,27.437929153442383,37.16923522949219,89.19153594970703,23.316377639770508,162.3371124267578,96.8127670288086,75.9902572631836,31.261754989624023,57.73405456542969,52.78351593017578,80.69123077392578,15.435639381408691,female,161.0,62.9,24.26603911886115,Regular,XL
1iNLc9Y7A66Ulg98SZyMiKgeyOdmugfXlmXEYSMa7iI,23.3764762878418,48.279747009277344,28.5120849609375,38.868289947509766,93.47380828857422,24.312530517578125,170.36068725585938,107.29231262207033,79.1264877319336,33.26886367797852,61.88245391845703,56.847129821777344,84.08770751953125,14.933624267578123,female,169.25,69.45,24.244592857968843,Regular,M
1jLl8NjQyHVM95IHGnTZBxoQ4OX-3fbF06vMmE6Ynr8,23.905208587646484,51.76201248168945,26.96968650817871,36.46891021728516,94.75981903076172,24.952157974243164,177.93508911132812,95.64967346191406,81.2579345703125,37.98137664794922,69.37242126464844,48.73292541503906,85.09166717529297,15.74660301208496,male,177.0,65.3,20.84330811708002,Regular,XXL
